transaction_id,region,store_id,latitude,longitude,date,transaction_time,shift,day_of_week,season,sales,product_category,product_sku,quantity,promotion,weather,store_size,staff_count,customer_type,payment_method
T-153,Sur,S-25,17.881366,-93.051355,12/15/2024,19:41:00,noche,sunday,invierno,49.11,Cafes,Americano,4,No,lluvioso,mediana,8,Nuevo,Tarjeta
T-154,Este,S-30,19.248558,-98.792887,9/29/2024,7:15:00,maÃ±ana,sunday,otoÃ±o,24.5,Cafes,Espresso,2,No,lluvioso,mediana,10,Recurrente,Digital
T-155,Este,S-30,19.248558,-98.792887,8/2/2024,12:15:00,tarde,friday,verano,65.87,Cafes,Latte,6,Si,soleado,mediana,10,Recurrente,Digital
T-156,Este,S-30,19.248558,-98.792887,1/23/2024,13:34:00,tarde,tuesday,invierno,28.68,Reposteria,Muffin,2,No,frio,mediana,10,Recurrente,Digital
T-157,Sur,S-16,18.173285,-92.918518,12/4/2024,15:19:00,tarde,wednesday,invierno,18.54,Cafes,Americano,2,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-158,Sur,S-16,18.173285,-92.918518,11/25/2024,16:20:00,tarde,monday,otoÃ±o,41.52,Tes,Te Chai,4,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-159,Este,S-30,19.248558,-98.792887,8/1/2024,13:24:00,tarde,thursday,verano,42.67,Cafes,Latte,3,No,soleado,mediana,10,Recurrente,Efectivo
T-160,Este,S-30,19.248558,-98.792887,4/7/2024,9:43:00,maÃ±ana,sunday,primavera,91.91,Reposteria,Muffin,5,No,soleado,mediana,10,Recurrente,Efectivo
T-161,Norte,S-1,25.375665,-100.12286,3/1/2024,15:58:00,tarde,friday,primavera,27.18,Reposteria,Donut,2,No,soleado,grande,14,Nuevo,Efectivo
T-162,Norte,S-1,25.375665,-100.12286,8/26/2024,14:19:00,tarde,monday,verano,52.11,Cafes,Americano,4,No,soleado,grande,14,Nuevo,Efectivo
T-163,Sur,S-21,17.62616,-93.165181,10/15/2024,19:01:00,noche,tuesday,otoÃ±o,39.76,Tes,Te Negro,5,No,lluvioso,pequeña,5,Nuevo,Tarjeta
T-164,Oeste,S-37,20.784051,-103.433094,10/8/2024,17:21:00,tarde,tuesday,otoÃ±o,83.97,Reposteria,Croissant,4,No,lluvioso,mediana,8,Recurrente,Efectivo
T-165,Este,S-32,19.292026,-98.918549,9/25/2024,6:52:00,maÃ±ana,wednesday,otoÃ±o,26.94,Reposteria,Croissant,2,No,soleado,grande,15,Nuevo,Efectivo
T-166,Este,S-30,19.248558,-98.792887,11/12/2024,16:58:00,tarde,tuesday,otoÃ±o,16.17,Reposteria,Muffin,1,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-167,Este,S-30,19.248558,-98.792887,5/20/2024,14:01:00,tarde,monday,primavera,17.87,Reposteria,Muffin,1,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-168,Este,S-30,19.248558,-98.792887,9/26/2024,8:17:00,maÃ±ana,thursday,otoÃ±o,59.61,Cafes,Espresso,4,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-169,Oeste,S-42,20.57922,-103.574143,2/17/2024,15:35:00,tarde,saturday,invierno,40.36,Cafes,Latte,3,Si,lluvioso,pequeña,5,Nuevo,Digital
T-170,Norte,S-3,25.368596,-100.123566,12/20/2024,21:17:00,noche,friday,invierno,55.36,Snacks Salados,Palomitas,3,No,frio,mediana,8,Nuevo,Efectivo
T-171,Norte,S-3,25.368596,-100.123566,1/9/2024,19:48:00,noche,tuesday,invierno,37,Snacks Salados,Pretzels,2,No,lluvioso,mediana,8,Nuevo,Efectivo
T-172,Norte,S-3,25.368596,-100.123566,6/18/2024,11:08:00,maÃ±ana,tuesday,verano,24.61,Reposteria,Donut,1,No,soleado,mediana,8,Nuevo,Efectivo
T-173,Norte,S-5,25.312026,-100.641144,6/16/2024,8:50:00,maÃ±ana,sunday,verano,48.23,Snacks Salados,Pretzels,2,No,soleado,grande,14,Recurrente,Tarjeta
T-174,Norte,S-5,25.312026,-100.641144,10/26/2024,12:49:00,tarde,saturday,otoÃ±o,24.63,Reposteria,Donut,2,Si,lluvioso,grande,14,Recurrente,Tarjeta
T-175,Norte,S-7,25.735596,-100.143284,6/6/2024,14:06:00,tarde,thursday,verano,42.19,Cafes,Latte,4,No,soleado,mediana,8,Nuevo,Efectivo
T-176,Sur,S-23,17.775733,-93.266699,11/1/2024,14:55:00,tarde,friday,otoÃ±o,48.99,Cafes,Espresso,4,No,lluvioso,pequeña,5,Nuevo,Digital
T-177,Sur,S-23,17.775733,-93.266699,3/27/2024,13:08:00,tarde,wednesday,primavera,18.69,Tes,Te Chai,2,No,lluvioso,pequeña,5,Nuevo,Digital
T-178,Sur,S-24,17.811879,-92.838952,11/16/2024,16:12:00,tarde,saturday,otoÃ±o,8.32,Cafes,Espresso,1,No,lluvioso,pequeña,7,Nuevo,Tarjeta
T-179,Sur,S-24,17.811879,-92.838952,6/20/2024,17:38:00,tarde,thursday,verano,35.04,Cafes,Espresso,5,No,soleado,pequeña,7,Nuevo,Tarjeta
T-180,Sur,S-19,18.084316,-92.658134,10/21/2024,14:24:00,tarde,monday,otoÃ±o,55.37,Reposteria,Croissant,3,No,lluvioso,pequeña,7,Recurrente,Digital
T-181,Sur,S-19,18.084316,-92.658134,1/14/2024,21:45:00,noche,sunday,invierno,12.96,Tes,Te Chai,1,No,frio,pequeña,7,Recurrente,Digital
T-182,Oeste,S-41,20.727369,-103.031342,5/9/2024,17:27:00,tarde,thursday,primavera,41.37,Cafes,Americano,4,No,lluvioso,pequeña,5,Nuevo,Tarjeta
T-183,Oeste,S-45,20.347419,-103.247643,2/25/2024,17:42:00,tarde,sunday,invierno,11.45,Cafes,Americano,1,No,lluvioso,mediana,10,Nuevo,Digital
T-184,Oeste,S-45,20.347419,-103.247643,2/24/2024,8:14:00,maÃ±ana,saturday,invierno,43.54,Cafes,Espresso,4,No,frio,mediana,10,Nuevo,Digital
T-185,Norte,S-7,25.735596,-100.143284,2/13/2024,11:09:00,maÃ±ana,tuesday,invierno,16.97,Cafes,Espresso,2,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-186,Norte,S-7,25.735596,-100.143284,12/22/2024,12:19:00,tarde,sunday,invierno,19.72,Snacks Salados,Chips,1,No,frio,mediana,8,Recurrente,Tarjeta
T-187,Norte,S-7,25.735596,-100.143284,3/30/2024,14:35:00,tarde,saturday,primavera,51.18,Snacks Salados,Chips,4,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-188,Este,S-29,19.228449,-99.163392,7/18/2024,7:13:00,maÃ±ana,thursday,verano,13,Cafes,Americano,1,No,soleado,grande,13,Recurrente,Digital
T-189,Este,S-29,19.228449,-99.163392,4/10/2024,14:42:00,tarde,wednesday,primavera,33.34,Tes,Te Negro,3,No,lluvioso,grande,13,Recurrente,Digital
T-190,Oeste,S-40,20.708795,-103.539407,11/10/2024,17:08:00,tarde,sunday,otoÃ±o,11.93,Cafes,Espresso,1,No,lluvioso,pequeña,7,Recurrente,Efectivo
T-191,Oeste,S-40,20.708795,-103.539407,3/11/2024,15:11:00,tarde,monday,primavera,19.79,Tes,Te Negro,2,No,lluvioso,pequeña,7,Recurrente,Efectivo
T-192,Oeste,S-40,20.708795,-103.539407,1/5/2024,13:52:00,tarde,friday,invierno,69.5,Reposteria,Donut,4,No,lluvioso,pequeña,7,Recurrente,Efectivo
T-193,Oeste,S-37,20.784051,-103.433094,5/29/2024,7:34:00,maÃ±ana,wednesday,primavera,63.3,Cafes,Espresso,5,No,lluvioso,mediana,8,Nuevo,Efectivo
T-194,Este,S-35,19.085551,-98.802691,8/13/2024,15:06:00,tarde,tuesday,verano,49.98,Reposteria,Donut,2,No,soleado,mediana,11,Nuevo,Tarjeta
T-195,Este,S-35,19.085551,-98.802691,2/14/2024,12:49:00,tarde,wednesday,invierno,68.05,Cafes,Americano,5,No,frio,mediana,11,Nuevo,Tarjeta
T-196,Este,S-35,19.085551,-98.802691,3/12/2024,13:51:00,tarde,tuesday,primavera,20.05,Tes,Te Negro,3,No,soleado,mediana,11,Nuevo,Tarjeta
T-197,Este,S-33,19.07735,-98.875758,3/10/2024,21:58:00,noche,sunday,primavera,23.98,Snacks Salados,Palomitas,2,No,soleado,grande,15,Nuevo,Digital
T-198,Este,S-32,19.292026,-98.918549,11/17/2024,15:04:00,tarde,sunday,otoÃ±o,41.32,Tes,Te Negro,3,No,soleado,grande,15,Recurrente,Efectivo
T-199,Este,S-32,19.292026,-98.918549,10/24/2024,11:05:00,maÃ±ana,thursday,otoÃ±o,65.81,Reposteria,Donut,3,No,lluvioso,grande,15,Recurrente,Efectivo
T-200,Este,S-32,19.292026,-98.918549,5/25/2024,10:08:00,maÃ±ana,saturday,primavera,38.79,Reposteria,Donut,2,Si,lluvioso,grande,15,Recurrente,Tarjeta
T-201,Este,S-29,19.228449,-99.163392,8/7/2024,11:58:00,maÃ±ana,wednesday,verano,42.98,Cafes,Americano,3,No,soleado,grande,13,Nuevo,Tarjeta
T-202,Este,S-29,19.228449,-99.163392,7/3/2024,8:42:00,maÃ±ana,wednesday,verano,14.58,Snacks Salados,Chips,1,No,soleado,grande,13,Nuevo,Tarjeta
T-203,Este,S-29,19.228449,-99.163392,2/16/2024,12:13:00,tarde,friday,invierno,18.9,Cafes,Americano,2,No,lluvioso,grande,13,Nuevo,Tarjeta
T-204,Oeste,S-45,20.347419,-103.247643,2/6/2024,6:46:00,maÃ±ana,tuesday,invierno,38.2,Cafes,Espresso,3,No,frio,mediana,10,Recurrente,Efectivo
T-205,Oeste,S-45,20.347419,-103.247643,3/14/2024,10:00:00,maÃ±ana,thursday,primavera,13.03,Cafes,Americano,2,No,soleado,mediana,10,Recurrente,Efectivo
T-206,Oeste,S-45,20.347419,-103.247643,8/14/2024,18:57:00,noche,wednesday,verano,42.58,Cafes,Latte,5,No,soleado,mediana,10,Recurrente,Efectivo
T-207,Sur,S-18,18.031133,-92.683976,5/7/2024,16:46:00,tarde,tuesday,primavera,19.88,Reposteria,Donut,1,No,lluvioso,mediana,8,Nuevo,Digital
T-208,Sur,S-18,18.031133,-92.683976,11/6/2024,17:25:00,tarde,wednesday,otoÃ±o,29.64,Tes,Te Verde,4,No,lluvioso,mediana,8,Nuevo,Digital
T-209,Sur,S-21,17.62616,-93.165181,10/18/2024,16:43:00,tarde,friday,otoÃ±o,10.21,Reposteria,Muffin,1,No,soleado,pequeña,5,Recurrente,Efectivo
T-210,Este,S-33,19.07735,-98.875758,8/4/2024,12:40:00,tarde,sunday,verano,16.2,Tes,Te Negro,2,No,soleado,grande,15,Recurrente,Tarjeta
T-211,Este,S-33,19.07735,-98.875758,6/16/2024,11:48:00,maÃ±ana,sunday,verano,16.56,Reposteria,Donut,1,No,soleado,grande,15,Recurrente,Tarjeta
T-212,Este,S-28,19.540583,-99.105888,11/9/2024,14:42:00,tarde,saturday,otoÃ±o,13.28,Cafes,Americano,2,No,soleado,grande,12,Recurrente,Efectivo
T-213,Este,S-28,19.540583,-99.105888,5/12/2024,7:47:00,maÃ±ana,sunday,primavera,16.44,Reposteria,Muffin,1,No,lluvioso,grande,12,Recurrente,Efectivo
T-214,Este,S-28,19.540583,-99.105888,10/22/2024,15:29:00,tarde,tuesday,otoÃ±o,15.1,Cafes,Americano,2,No,lluvioso,grande,12,Recurrente,Efectivo
T-215,Norte,S-15,25.561765,-100.504483,1/23/2024,18:15:00,noche,tuesday,invierno,29.21,Cafes,Espresso,2,No,frio,mediana,9,Nuevo,Digital
T-216,Norte,S-15,25.561765,-100.504483,12/1/2024,14:15:00,tarde,sunday,invierno,55.72,Snacks Salados,Pretzels,3,No,lluvioso,mediana,9,Nuevo,Digital
T-217,Norte,S-15,25.561765,-100.504483,1/27/2024,10:02:00,maÃ±ana,saturday,invierno,24.32,Cafes,Espresso,3,No,lluvioso,mediana,9,Nuevo,Digital
T-218,Sur,S-24,17.811879,-92.838952,10/15/2024,17:39:00,tarde,tuesday,otoÃ±o,51.04,Tes,Te Negro,4,No,soleado,pequeña,7,Recurrente,Efectivo
T-219,Norte,S-2,25.482513,-100.60447,11/21/2024,18:21:00,noche,thursday,otoÃ±o,53.84,Reposteria,Croissant,3,No,soleado,grande,15,Recurrente,Efectivo
T-220,Norte,S-2,25.482513,-100.60447,1/31/2024,19:45:00,noche,wednesday,invierno,69.78,Cafes,Latte,5,No,lluvioso,grande,15,Recurrente,Efectivo
T-221,Norte,S-2,25.482513,-100.60447,2/18/2024,17:52:00,tarde,sunday,invierno,14.64,Cafes,Americano,1,No,lluvioso,grande,15,Recurrente,Efectivo
T-222,Este,S-26,19.56874,-98.971744,6/11/2024,13:04:00,tarde,tuesday,verano,57.92,Snacks Salados,Chips,5,No,soleado,mediana,8,Recurrente,Digital
T-223,Este,S-26,19.56874,-98.971744,7/27/2024,8:49:00,maÃ±ana,saturday,verano,24.8,Cafes,Espresso,4,No,soleado,mediana,8,Recurrente,Digital
T-224,Norte,S-14,25.590542,-100.428916,2/16/2024,14:25:00,tarde,friday,invierno,48.2,Reposteria,Croissant,3,Si,frio,mediana,11,Nuevo,Tarjeta
T-225,Norte,S-14,25.590542,-100.428916,10/8/2024,9:06:00,maÃ±ana,tuesday,otoÃ±o,26.47,Cafes,Latte,2,No,soleado,mediana,11,Nuevo,Tarjeta
T-226,Norte,S-14,25.590542,-100.428916,11/26/2024,10:16:00,maÃ±ana,tuesday,otoÃ±o,18.87,Cafes,Latte,2,No,soleado,mediana,11,Nuevo,Tarjeta
T-227,Norte,S-3,25.368596,-100.123566,3/27/2024,21:52:00,noche,wednesday,primavera,28.59,Cafes,Espresso,4,No,lluvioso,mediana,8,Nuevo,Tarjeta
T-228,Norte,S-3,25.368596,-100.123566,8/16/2024,18:39:00,noche,friday,verano,69.73,Reposteria,Muffin,3,No,soleado,mediana,8,Nuevo,Tarjeta
T-229,Sur,S-25,17.881366,-93.051355,4/12/2024,16:15:00,tarde,friday,primavera,65.16,Snacks Salados,Palomitas,3,No,soleado,mediana,8,Recurrente,Efectivo
T-230,Sur,S-25,17.881366,-93.051355,6/13/2024,7:01:00,maÃ±ana,thursday,verano,12.79,Tes,Te Verde,1,No,soleado,mediana,8,Recurrente,Efectivo
T-231,Sur,S-25,17.881366,-93.051355,7/2/2024,13:10:00,tarde,tuesday,verano,26.33,Cafes,Americano,2,No,soleado,mediana,8,Recurrente,Efectivo
T-232,Sur,S-23,17.775733,-93.266699,5/1/2024,17:44:00,tarde,wednesday,primavera,55.36,Snacks Salados,Chips,3,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-233,Sur,S-23,17.775733,-93.266699,6/7/2024,6:05:00,maÃ±ana,friday,verano,29.34,Cafes,Americano,3,Si,soleado,pequeña,5,Nuevo,Efectivo
T-234,Sur,S-22,17.82101,-93.283666,6/14/2024,7:37:00,maÃ±ana,friday,verano,22.91,Reposteria,Muffin,1,No,soleado,mediana,11,Nuevo,Digital
T-235,Sur,S-22,17.82101,-93.283666,12/5/2024,6:21:00,maÃ±ana,thursday,invierno,58.43,Tes,Te Verde,4,No,lluvioso,mediana,11,Nuevo,Digital
T-236,Sur,S-22,17.82101,-93.283666,10/14/2024,16:50:00,tarde,monday,otoÃ±o,24.68,Cafes,Americano,2,No,lluvioso,mediana,11,Nuevo,Digital
T-237,Oeste,S-45,20.347419,-103.247643,10/17/2024,10:20:00,maÃ±ana,thursday,otoÃ±o,49.81,Tes,Te Verde,4,No,soleado,mediana,10,Recurrente,Digital
T-238,Oeste,S-45,20.347419,-103.247643,3/26/2024,12:52:00,tarde,tuesday,primavera,11.36,Cafes,Espresso,2,No,lluvioso,mediana,10,Recurrente,Digital
T-239,Oeste,S-45,20.347419,-103.247643,1/1/2024,9:46:00,maÃ±ana,monday,invierno,61.07,Reposteria,Croissant,4,No,lluvioso,mediana,10,Recurrente,Digital
T-240,Norte,S-11,25.414327,-100.378008,1/18/2024,8:16:00,maÃ±ana,thursday,invierno,23,Cafes,Latte,4,No,frio,mediana,11,Nuevo,Tarjeta
T-241,Norte,S-11,25.414327,-100.378008,11/10/2024,18:27:00,noche,sunday,otoÃ±o,44.9,Reposteria,Croissant,3,Si,soleado,mediana,11,Nuevo,Tarjeta
T-242,Norte,S-11,25.414327,-100.378008,10/10/2024,17:34:00,tarde,thursday,otoÃ±o,47.68,Reposteria,Croissant,3,Si,lluvioso,mediana,11,Nuevo,Tarjeta
T-243,Norte,S-1,25.375665,-100.12286,5/30/2024,21:12:00,noche,thursday,primavera,29.21,Cafes,Latte,3,No,soleado,grande,14,Nuevo,Tarjeta
T-244,Norte,S-1,25.375665,-100.12286,8/29/2024,17:16:00,tarde,thursday,verano,55.42,Cafes,Americano,4,No,soleado,grande,14,Nuevo,Tarjeta
T-245,Sur,S-17,18.367993,-93.044672,5/14/2024,8:36:00,maÃ±ana,tuesday,primavera,16.88,Cafes,Americano,2,Si,soleado,mediana,11,Recurrente,Tarjeta
T-246,Sur,S-25,17.881366,-93.051355,10/1/2024,15:36:00,tarde,tuesday,otoÃ±o,48.57,Tes,Te Verde,4,No,soleado,mediana,8,Recurrente,Digital
T-247,Sur,S-25,17.881366,-93.051355,3/29/2024,19:13:00,noche,friday,primavera,9.35,Cafes,Espresso,1,No,soleado,mediana,8,Recurrente,Digital
T-248,Oeste,S-47,20.310522,-103.444305,7/17/2024,16:20:00,tarde,wednesday,verano,40.74,Reposteria,Donut,4,No,soleado,pequeña,6,Nuevo,Efectivo
T-249,Oeste,S-47,20.310522,-103.444305,3/17/2024,10:37:00,maÃ±ana,sunday,primavera,23.01,Reposteria,Donut,1,No,soleado,pequeña,6,Nuevo,Efectivo
T-250,Oeste,S-42,20.57922,-103.574143,1/20/2024,9:09:00,maÃ±ana,saturday,invierno,29.26,Cafes,Espresso,3,Si,lluvioso,pequeña,5,Recurrente,Tarjeta
T-251,Sur,S-20,18.051382,-92.783843,9/8/2024,18:55:00,noche,sunday,otoÃ±o,32.83,Cafes,Americano,4,No,soleado,pequeña,7,Recurrente,Tarjeta
T-252,Sur,S-20,18.051382,-92.783843,2/15/2024,7:58:00,maÃ±ana,thursday,invierno,53.19,Reposteria,Donut,3,No,lluvioso,pequeña,7,Recurrente,Tarjeta
T-253,Este,S-26,19.56874,-98.971744,3/29/2024,7:53:00,maÃ±ana,friday,primavera,12.05,Cafes,Espresso,1,No,soleado,mediana,8,Nuevo,Efectivo
T-254,Este,S-26,19.56874,-98.971744,9/15/2024,6:43:00,maÃ±ana,sunday,otoÃ±o,73.03,Cafes,Espresso,5,No,soleado,mediana,8,Nuevo,Efectivo
T-255,Este,S-26,19.56874,-98.971744,6/28/2024,8:47:00,maÃ±ana,friday,verano,42.98,Reposteria,Muffin,4,Si,soleado,mediana,8,Nuevo,Efectivo
T-256,Oeste,S-44,20.332428,-103.711907,11/29/2024,12:55:00,tarde,friday,otoÃ±o,10.17,Cafes,Latte,2,No,soleado,mediana,11,Recurrente,Efectivo
T-257,Oeste,S-44,20.332428,-103.711907,12/30/2024,20:27:00,noche,monday,invierno,43.6,Reposteria,Croissant,3,No,lluvioso,mediana,11,Recurrente,Efectivo
T-258,Este,S-33,19.07735,-98.875758,10/14/2024,16:18:00,tarde,monday,otoÃ±o,14.15,Reposteria,Croissant,1,No,lluvioso,grande,15,Recurrente,Digital
T-259,Este,S-33,19.07735,-98.875758,12/1/2024,17:19:00,tarde,sunday,invierno,13.02,Cafes,Latte,1,No,frio,grande,15,Recurrente,Digital
T-260,Oeste,S-47,20.310522,-103.444305,5/31/2024,9:25:00,maÃ±ana,friday,primavera,75.74,Reposteria,Donut,5,No,lluvioso,pequeña,6,Recurrente,Efectivo
T-261,Oeste,S-47,20.310522,-103.444305,11/22/2024,17:22:00,tarde,friday,otoÃ±o,57.32,Reposteria,Donut,5,No,lluvioso,pequeña,6,Recurrente,Efectivo
T-262,Oeste,S-47,20.310522,-103.444305,10/13/2024,13:43:00,tarde,sunday,otoÃ±o,41.14,Tes,Te Verde,3,No,lluvioso,pequeña,6,Recurrente,Efectivo
T-263,Oeste,S-38,20.991338,-103.382519,3/1/2024,17:37:00,tarde,friday,primavera,59.03,Cafes,Latte,5,No,soleado,mediana,11,Recurrente,Tarjeta
T-264,Norte,S-9,25.645967,-100.493547,7/28/2024,21:09:00,noche,sunday,verano,19.75,Cafes,Americano,2,No,soleado,mediana,10,Recurrente,Efectivo
T-265,Norte,S-9,25.645967,-100.493547,1/30/2024,8:13:00,maÃ±ana,tuesday,invierno,51.19,Tes,Te Verde,4,No,frio,mediana,10,Recurrente,Efectivo
T-266,Este,S-26,19.56874,-98.971744,7/15/2024,10:12:00,maÃ±ana,monday,verano,53.9,Reposteria,Muffin,3,No,soleado,mediana,8,Recurrente,Tarjeta
T-267,Norte,S-15,25.561765,-100.504483,6/8/2024,9:32:00,maÃ±ana,saturday,verano,7.98,Tes,Te Verde,1,No,soleado,mediana,9,Recurrente,Digital
T-268,Norte,S-15,25.561765,-100.504483,9/23/2024,14:27:00,tarde,monday,otoÃ±o,19.95,Cafes,Espresso,3,No,soleado,mediana,9,Recurrente,Digital
T-269,Oeste,S-47,20.310522,-103.444305,1/12/2024,13:07:00,tarde,friday,invierno,55.35,Reposteria,Muffin,4,No,lluvioso,pequeña,6,Nuevo,Efectivo
T-270,Oeste,S-42,20.57922,-103.574143,12/19/2024,9:24:00,maÃ±ana,thursday,invierno,23.71,Tes,Te Chai,2,No,frio,pequeña,5,Nuevo,Efectivo
T-271,Oeste,S-42,20.57922,-103.574143,12/4/2024,10:17:00,maÃ±ana,wednesday,invierno,30.89,Cafes,Latte,5,No,frio,pequeña,5,Nuevo,Efectivo
T-272,Oeste,S-39,20.471604,-103.552298,9/24/2024,20:45:00,noche,tuesday,otoÃ±o,35.38,Cafes,Latte,5,No,lluvioso,pequeña,6,Recurrente,Efectivo
T-273,Norte,S-1,25.375665,-100.12286,2/26/2024,21:09:00,noche,monday,invierno,19.67,Reposteria,Muffin,1,No,frio,grande,14,Nuevo,Digital
T-274,Norte,S-1,25.375665,-100.12286,8/25/2024,7:55:00,maÃ±ana,sunday,verano,24.38,Cafes,Espresso,3,No,soleado,grande,14,Nuevo,Digital
T-275,Norte,S-9,25.645967,-100.493547,6/17/2024,9:39:00,maÃ±ana,monday,verano,8.43,Cafes,Americano,1,No,soleado,mediana,10,Nuevo,Digital
T-276,Norte,S-9,25.645967,-100.493547,8/21/2024,9:44:00,maÃ±ana,wednesday,verano,40.89,Snacks Salados,Pretzels,2,No,soleado,mediana,10,Nuevo,Digital
T-277,Oeste,S-38,20.991338,-103.382519,4/2/2024,14:39:00,tarde,tuesday,primavera,34.64,Reposteria,Donut,2,No,soleado,mediana,11,Recurrente,Tarjeta
T-278,Sur,S-17,18.367993,-93.044672,1/7/2024,17:33:00,tarde,sunday,invierno,60.97,Snacks Salados,Palomitas,3,No,frio,mediana,11,Recurrente,Digital
T-279,Sur,S-17,18.367993,-93.044672,5/7/2024,17:43:00,tarde,tuesday,primavera,68.6,Cafes,Americano,6,Si,lluvioso,mediana,11,Recurrente,Digital
T-280,Norte,S-11,25.414327,-100.378008,6/13/2024,8:03:00,maÃ±ana,thursday,verano,29.4,Tes,Te Negro,4,No,soleado,mediana,11,Recurrente,Efectivo
T-281,Norte,S-11,25.414327,-100.378008,8/17/2024,9:28:00,maÃ±ana,saturday,verano,9.12,Cafes,Espresso,1,No,soleado,mediana,11,Recurrente,Efectivo
T-282,Norte,S-11,25.414327,-100.378008,11/12/2024,16:35:00,tarde,tuesday,otoÃ±o,32.44,Reposteria,Croissant,3,No,soleado,mediana,11,Recurrente,Efectivo
T-283,Oeste,S-46,20.893363,-103.411872,8/19/2024,11:14:00,maÃ±ana,monday,verano,26.22,Cafes,Espresso,3,No,soleado,pequeña,5,Recurrente,Digital
T-284,Norte,S-9,25.645967,-100.493547,2/24/2024,7:12:00,maÃ±ana,saturday,invierno,43.44,Snacks Salados,Pretzels,2,No,frio,mediana,10,Recurrente,Digital
T-285,Norte,S-9,25.645967,-100.493547,1/24/2024,18:49:00,noche,wednesday,invierno,49.94,Cafes,Americano,5,No,lluvioso,mediana,10,Recurrente,Digital
T-286,Este,S-33,19.07735,-98.875758,3/6/2024,11:38:00,maÃ±ana,wednesday,primavera,56.64,Tes,Te Chai,4,No,lluvioso,grande,15,Nuevo,Efectivo
T-287,Este,S-33,19.07735,-98.875758,6/24/2024,21:51:00,noche,monday,verano,62.42,Cafes,Espresso,5,No,soleado,grande,15,Nuevo,Efectivo
T-288,Norte,S-13,25.897395,-100.634332,12/17/2024,11:08:00,maÃ±ana,tuesday,invierno,37.82,Tes,Te Negro,3,No,frio,mediana,8,Recurrente,Efectivo
T-289,Norte,S-13,25.897395,-100.634332,12/7/2024,17:47:00,tarde,saturday,invierno,10.38,Snacks Salados,Pretzels,1,No,lluvioso,mediana,8,Recurrente,Efectivo
T-290,Norte,S-13,25.897395,-100.634332,1/29/2024,7:18:00,maÃ±ana,monday,invierno,31.24,Cafes,Latte,3,No,lluvioso,mediana,8,Recurrente,Efectivo
T-291,Oeste,S-42,20.57922,-103.574143,5/1/2024,17:18:00,tarde,wednesday,primavera,98.55,Reposteria,Croissant,4,No,soleado,pequeña,5,Recurrente,Digital
T-292,Sur,S-17,18.367993,-93.044672,4/25/2024,20:48:00,noche,thursday,primavera,74.26,Reposteria,Muffin,3,No,soleado,mediana,11,Recurrente,Efectivo
T-293,Norte,S-8,25.84766,-100.380484,8/7/2024,8:08:00,maÃ±ana,wednesday,verano,12.1,Cafes,Espresso,1,No,soleado,mediana,9,Nuevo,Tarjeta
T-294,Oeste,S-39,20.471604,-103.552298,9/8/2024,16:22:00,tarde,sunday,otoÃ±o,63.79,Reposteria,Croissant,5,No,soleado,pequeña,6,Recurrente,Efectivo
T-295,Este,S-35,19.085551,-98.802691,2/17/2024,7:42:00,maÃ±ana,saturday,invierno,22.37,Cafes,Espresso,2,No,lluvioso,mediana,11,Recurrente,Digital
T-296,Este,S-35,19.085551,-98.802691,1/5/2024,8:28:00,maÃ±ana,friday,invierno,52.99,Snacks Salados,Palomitas,5,No,frio,mediana,11,Recurrente,Digital
T-297,Sur,S-17,18.367993,-93.044672,1/13/2024,20:32:00,noche,saturday,invierno,11.65,Tes,Te Chai,2,No,lluvioso,mediana,11,Recurrente,Digital
T-298,Sur,S-17,18.367993,-93.044672,9/30/2024,6:13:00,maÃ±ana,monday,otoÃ±o,22.43,Reposteria,Croissant,1,No,soleado,mediana,11,Recurrente,Digital
T-299,Norte,S-2,25.482513,-100.60447,1/20/2024,6:11:00,maÃ±ana,saturday,invierno,18.15,Tes,Te Negro,2,No,lluvioso,grande,15,Recurrente,Tarjeta
T-300,Norte,S-2,25.482513,-100.60447,8/9/2024,9:43:00,maÃ±ana,friday,verano,74.76,Cafes,Latte,6,Si,soleado,grande,15,Recurrente,Tarjeta
T-301,Norte,S-7,25.735596,-100.143284,11/6/2024,9:24:00,maÃ±ana,wednesday,otoÃ±o,53.19,Snacks Salados,Chips,4,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-302,Norte,S-7,25.735596,-100.143284,11/20/2024,11:56:00,maÃ±ana,wednesday,otoÃ±o,60.6,Snacks Salados,Chips,5,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-303,Norte,S-7,25.735596,-100.143284,11/1/2024,10:05:00,maÃ±ana,friday,otoÃ±o,42.17,Cafes,Americano,3,No,lluvioso,mediana,8,Recurrente,Tarjeta
T-304,Oeste,S-40,20.708795,-103.539407,2/28/2024,10:54:00,maÃ±ana,wednesday,invierno,44.39,Reposteria,Donut,4,No,frio,pequeña,7,Nuevo,Tarjeta
